"Alcohol" "Color_Intensity" "Hue"
"1" 1.51434076729215 0.251008784141054 0.361158490987518
"2" 0.245596827817025 -0.292496231920451 0.40490846471542
"3" 0.196325218517021 0.26826291163507 0.317408517259617
"4" 1.68679139984216 1.18273166881792 -0.426341036114702
"5" 0.29486843711703 -0.318377423161475 0.361158490987518
"6" 1.47738706031714 0.729810822099999 0.40490846471542
"7" 1.71142720449216 0.0827810410743978 0.273658543531716
"8" 1.30493642776713 -0.00348959639568237 0.448658438443321
"9" 2.25341490679222 0.0612133817068779 0.536158385899123
"10" 1.0585783812671 0.932546820154687 0.229908569803815
"11" 1.35420803706713 0.298457634749598 1.27990793927344
"12" 1.37884384171713 -0.0250572557632023 0.929908149450233
"13" 0.92308145569209 0.233754656647038 0.84240820199443
"14" 2.15487168819221 0.147484019176958 1.27990793927344
"15" 1.69910930216716 1.0533257126128 1.06115807063394
"16" 0.775266627792077 0.967055075142719 1.41115786045715
"17" 1.60056608356715 0.492566569057278 0.492408412171222
"18" 1.0216246742921 0.665107843997438 0.754908254538628
"19" 1.46506915799214 1.57094953743328 1.19240799181764
"20" 0.787584530117077 0.0180780629718376 0.0111587011643089
"21" 1.30493642776713 0.255322316014558 0.579908359627024
"22" -0.0869865349580063 -0.240733849438403 0.317408517259617
"23" 0.873809846392086 -0.542681080583683 0.667408307082827
"24" -0.185529753558016 -0.486605166228131 0.579908359627024
"25" 0.61513389756706 -0.663459973041795 0.711158280810728
"26" 0.0608282929420089 -0.637578781800771 0.754908254538628
"27" 0.479636971992048 -0.111327893233283 -0.163841193747295
"28" 0.368775851067038 -0.477978102481123 0.273658543531716
"29" 1.0708962835921 -0.240733849438403 1.27990793927344
"30" 1.25566481846712 -0.154463211968322 0.361158490987518
"31" 0.898445651042088 0.276889975382078 1.01740809690604
"32" 0.71367711616707 0.794513800202559 0.579908359627024
"33" 0.836856139417081 -0.525426953089667 1.19240799181764
"34" 0.93539935801709 0.147484019176958 1.27990793927344
"35" 0.627451799892061 -0.370139805643523 0.623658333354925
"36" 0.590498092917059 0.0180780629718376 0.361158490987518
"37" 0.344140046417034 -0.197598530703363 0.579908359627024
"38" 0.0608282929420089 -0.348572146276003 0.711158280810728
"39" 0.0854640975920107 -0.585816399318723 0.973658123178134
"40" 1.50202286496714 0.0180780629718376 -0.295091114930999
"41" 0.689041311517068 0.46237184594275 -0.0325912725635923
"42" 0.50427277664205 -0.335631550655491 -0.207591167475197
"43" 1.08321418591711 0.16042461479747 -0.3388410886589
"44" 0.29486843711703 -0.301123295667459 -0.601340931026307
"45" 0.0608282929420089 -0.00780312826918628 -0.3388410886589
"46" 1.48970496264214 0.0784675092008939 -0.382591062386801
"47" 1.69910930216716 -0.0681925744982422 0.361158490987518
"48" 1.10784999056711 0.449431250322238 -0.207591167475197
"49" 1.35420803706713 0.492566569057278 0.492408412171222
"50" 1.15712159986711 1.65722017490336 0.711158280810728
"51" 0.0608282929420089 0.923919756407679 0.711158280810728
"52" 1.0216246742921 0.233754656647038 1.23615796554554
"53" 1.0093067719671 0.859216778305119 0.229908569803815
"54" 0.947717260342091 0.535701887792318 0.754908254538628
"55" 0.910763553367089 0.341592953484638 -0.163841193747295
"56" 0.689041311517068 0.514134228424798 0.0986586486201112
"57" 1.50202286496714 0.57021014278035 -0.0763412462914935
"58" 0.356457948742035 0.406295931587198 0.492408412171222
"59" 0.886127748717087 0.751378481467519 -0.295091114930999
"60" -0.776789065158072 -1.34068447718192 0.40490846471542
"61" -0.826060674458076 -0.771298269879395 1.27990793927344
"62" -0.444205702383039 0.298457634749598 0.0986586486201112
"63" 0.82453823709208 -0.542681080583683 1.19240799181764
"64" -0.776789065158072 -0.262301508805923 1.14865801808974
"65" -1.02314711165809 -0.909331289831523 2.15490741383146
"66" -0.776789065158072 -0.197598530703363 1.01740809690604
"67" 0.134735706892014 0.104348700441918 0.711158280810728
"68" -0.776789065158072 -0.163090275715331 0.711158280810728
"69" 0.418047460367042 -0.814433588614435 0.273658543531716
"70" -0.973875502358089 -0.952466608566564 1.41115786045715
"71" -0.875332283758081 -0.866195971096483 -0.225091156966357
"72" 1.0585783812671 -0.723849419270851 1.76115765028036
"73" 0.60281599524206 -0.568562271824707 0.0986586486201112
"74" -0.0130791210079987 -0.736790014891363 1.54240778164085
"75" -1.28182306048312 -0.797179461120419 0.142408622348012
"76" -1.65136013023315 -0.542681080583683 1.19240799181764
"77" 0.0361924882920049 -0.197598530703363 1.01740809690604
"78" -1.42963788838313 -1.03873724603664 0.0111587011643089
"79" -0.826060674458076 -0.715222355523843 0.448658438443321
"80" -0.370298288433034 -1.07324550102468 1.01740809690604
"81" -1.23255145118311 -1.1034402241392 1.84865759773616
"82" -0.34566248378303 -0.499545761848643 0.886158175722332
"83" -1.1340082325831 -1.23284618034432 1.54240778164085
"84" 0.0608282929420089 -0.111327893233283 -0.513840983570505
"85" -1.42963788838313 -0.866195971096483 -0.73259085221001
"86" -0.407251995408036 -1.05167784165716 1.19240799181764
"87" -1.0354650139831 -1.12500788350672 1.62990772909665
"88" -1.66367803255815 -1.06030490540416 1.76115765028036
"89" -1.67599593488316 -0.974034267934084 0.186158596075914
"90" -1.1340082325831 -1.43126864652551 0.492408412171222
"91" -1.1340082325831 -1.14657554287424 0.536158385899123
"92" -1.23255145118311 -0.628951718053763 0.40490846471542
"93" -0.382616190758034 -0.866195971096483 0.0111587011643089
"94" -0.875332283758081 -1.25441383971184 0.84240820199443
"95" -1.70063173953316 -0.779925333626403 0.886158175722332
"96" -0.653610041908059 -1.06030490540416 0.886158175722332
"97" -1.46659159535814 -1.1034402241392 -0.0325912725635923
"98" -0.875332283758081 -0.930898949199044 1.19240799181764
